source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3C2,,,           ,,10,m,,279.00,105.80,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3E,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4A,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4B,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4B2,,,,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4C,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4C2,,,           ,,10,m,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4E,,,           ,,10,m,,279.00,105.80,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 5,,,           ,,,,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 5A,,,           ,,,,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 5E,,,           ,,,,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 5F,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 5W,,,           ,,10,m,,279.00,105.80,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 6,,,           ,,,,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 6E,,,           ,,,,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 10,,,           ,,10,m,,279.00,105.80,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 210,,,           ,,,,,279.00,105.72,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 230 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 230 RK3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 300,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 310,860,nm,29.97088,MHz,5,m,,279.00,105.72,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 330R,690,nm,74.92694,MHz,2,m,,,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 330 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 330 RK3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 500,,,           ,,5,m,,279.00,105.77,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 510,,,           ,,,,,279.00,105.72,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 530R,,,           ,,,,,282.60,107.14,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 530 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 530 RK3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 600,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 610,,,           ,,,,,279.00,105.72,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 630 R,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 1030,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 1130 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2000,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2030,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2100,,,           ,,5,m,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2120,,,           ,,,,,279.00,105.77,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 2130 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3000,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3030 R,690,nm,72.92694,MHz,2,m,,,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3030 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3100,,,           ,,5,m,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3130 R,690,nm,74.92694,MHz,2,m,,,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3130 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 3230R MC,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4000,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4100,,,           ,,5,m,,279.00,105.80,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4110,690,nm,74.92694,MHz,5,m,,,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4110 R,,,           ,,,,,279.00,105.80,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4130 R3,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SET 4230R MC,,,           ,,,,,282.60,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SRX 3,690,nm,74.92694,MHz,5,m,,,,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Sokkia      ,SRX 5,690,nm,187.00000,MHz,5,m,,282.30,107.19,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Tellurometer - Plessey,CD6,,,           ,,,,,274.00,105.70,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Tellurometer - Plessey,MA100,,,           ,,,,,274.00,105.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Tellurometer - Plessey,MA200,,,           ,,,,,296.00,106.20,,,2,mm,2,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Tellurometer - Plessey,MRA7,,,           ,,,,,0.00,0.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"AP-L1, L1A",820,nm,14.985437,MHz,10,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DM A5,820,nm,14985437,MHz,10,m,,279.66,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DM C2,,,           ,,10,m,,281.10,106.70,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DM S2,820,nm,14.985437,MHz,10,m,,279.66,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DM S3,,,           ,,10,m,,279.60,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DM S3L,820,nm,44.956311,MHz,3.3,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,DMH 1,820,nm,44.956311,MHz,3.3,m,,279.66,106.00,,,2,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"CTS-1, 2",820,nm,14.985437,MHz,10,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,CTS 2B,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,CS 20,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,ET 1,,,           ,,10,m,,281.10,106.70,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,ET-2,820,nm,14.985437,MHz,10,m,,279.66,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GMT 100, 100L",820,nm,29.970874,MHz,5,m,,279.66,106.00,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,GPT 1000,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 1001, 1002, 1003, 1004",852,nm,14.985445,MHz,,,,279.14,105.83,,,10,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 2003, 2005, 2006, 2009",870,nm,14.985449,MHz,,,,278.88,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 3000 W,,,           ,,,,,279.80,106.11,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 3002,3003,3005,3007",810,nm,14.985434,MHz,,,,279.85,106.11,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GPT3002LN,7003LN,7005LN,7007LN",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 3005 W,,,           ,,,,,279.80,106.11,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GPT-3102,3103,3105,3107",810,nm,249.757236,MHz,0.6,m,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6000,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 6001, 6003, 6005",870,nm,14.985449,MHz,,,,278.88,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6001 C,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6002,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6002 C,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6003 C,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 6005 C,,,           ,,,,,279.10,105.83,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 7000,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 7001,7002,7003,7005",810,nm,14.985434,MHz,,,,279.85,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GPT7001L,7002L,7003L,7005L",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 7003,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 7005,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 7500,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 7502,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 7501/7503,7505",810,nm,14.985434,MHz,,,,279.85,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GPT8001A,8002A,8003A,8005A",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 8200A,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GPT 8201A,8202A,8203A,8205A",810,nm,14.985434,MHz,,,,279.85,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 9000,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GPT-9001A,9003A,9005A,9000M",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 9002,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 9003,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GPT 9005,,,           ,,,,,279.80,106.11,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GRT 2000,820,nm,14.985437,MHz,10,m,,279.66,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 1,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS-2,820,nm,14.985437,MHz,10,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 2B,,,           ,,10,m,,279.60,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 2C,,,           ,,,,,279.60,106.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 2R,,,           ,,,,,279.60,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 2S,,,,,10,m,,279.60,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3,820,nm,14.985437,MHz,10,m,,279.60,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3B,,,           ,,10,m,,279.60,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3B 10,,,           ,,,,,279.60,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3B 11,,,           ,,,,,279.60,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3C,,,           ,,10,m,,279.60,106.50,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 3S,,,           ,,,,,279.60,106.00,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS-4, 4B, 6, 6B",820,nm,29.970874,MHz,5,m,,279.66,106.00,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 4A,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 4B,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 5,,,,,5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 6,,,           ,,5,m,,279.60,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 6A,,,           ,,5,m,,279.60,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 6B,,,           ,,5,m,,279.60,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 6E,,,           ,,5,m,,279.60,106.00,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 10,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 10 D,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 201,,,           ,,,,,279.60,106.00,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 201 D, 202. 203",820,nm,14.985437,MHz,10,m,,279.66,106.00,,,6,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 210,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 211,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 211 D, 212, 213",820,nm,14.985437,MHz,10,m,,279.66,106.03,,,6,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 223, 225, 226, 229",820,nm,29.970874,MHz,5,m,,279.67,106.04,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 301, 302, 303",820,nm,14.985437,MHz,10,m,,279.66,,,,10,mm,10,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 304,,,,,10,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 310,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 301, 311, 312, 313",820,nm,29.970874,MHz,5,m,,279.66,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 312,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 313,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 315,,,           ,,,,,279.70,106.03,,,6,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-502E, 512E",820,nm,29.970874,MHz,5,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-601, 602, 603, 605",820,nm,29.970874,MHz,5,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-601N,602N, 603N, 605N",820,nm,29.970874,MHz,5,m,,279.67,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 601 AF,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 602 AF,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 603,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 603 AF,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 605,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 605 AF,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 700, 701, 702, 703",820,nm,29.970874,MHz,5,m,,279.66,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS 710, 711, 712, 713",820,nm,29.970874,MHz,5,m,,279.66,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,GTS 715,,,           ,,,,,297.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS 721, 722, 723, 725",820,nm,29.970874,MHz,5,m,,279.67,106.04,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-751,753,755",820,nm,29.970874,MHz,5,m,,279.67,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 800, 801, 802",820,nm,29.970874,MHz,5,m,,279.66,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 800 A,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 801 A,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GTS 802 A,,,           ,,,,,279.70,106.03,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-811A, 812A, 813A, 815A",820,nm,29.970874,MHz,5,m,,279.67,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,"GTS 821A, 822A,823A,825A",820,nm,29.970874,MHz,5,m,,279.67,106.04,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"GTS-901A,903A,905A",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,GUPPY,,,           ,,,,,281.00,106.50,,,10,mm,20,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"IS-01,03",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon,"IS-201,202,205-201(1ppm)",810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,ITS 1,,,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Topcon      ,QS1A/QS3A/QS5A/QS3M,810,nm,14.985434,MHz,,,,279.85,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,3300,,,           ,,10,m,,255.00,105.70,,,10,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,3600,,,           ,,0.5,m,,275.00,105.70,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,3600 DR,660,nm,300.03401,MHz,0.5,m,,278.00,105.70,,,4,mm,4,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,3600 IR,785,nm,300.03401,MHz,0.5,m,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600,850,nm,14.98551,MHz,10,m,,274.00,105.86,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600 DR2+,,,           ,,,,,274.00,105.86,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600 DR3+,,,           ,,,,,274.00,105.86,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600 DRSD,,,           ,,10,m,,274.00,105.86,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600 DR200+,850,nm,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5600 DR300+,870,nm,,,,,,,,,,,,,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5603 DR200+,,,           ,,,,,274.00,105.86,,,6,mm,6,ppm,2
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Trimble,5603 DR300+ (04),850,nm,           ,,,,,275.00,106.06,,,6,mm,6,ppm,2
